,device_id,collect_time,url,picture_id,temperature,humidity,illuminance,soil_temperature,soil_humidity,pressure,wind_speed,photosynthetic,sun_exposure_time,COz,soil_ph,weather_id,label_name,label
3123,xiangguanD4,15/6/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-15-19-00-21.jpeg,2183.0,21.5,89.8,215.0,14.4,26.2,13.4,0.29,10.0,1.0,50443.0,11.65,48797.0,苗期,1
3124,xiangguanD4,15/6/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-15-19-00-21.jpeg,2183.0,21.2,90.3,2.5,14.4,26.2,13.4,0.0,0.0,1.0,50443.0,11.66,48801.0,苗期,1
3125,xiangguanD3,15/6/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-15-20-00-19.jpeg,2186.0,21.29,92.17,0.0,16.83,0.0,975.74,1.39,0.0,7.92,29523.78,6.8,48804.0,苗期,1
3126,xiangguanD3,15/6/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-15-20-00-19.jpeg,2186.0,21.09,91.87,0.0,16.83,0.0,975.74,0.72,0.0,7.92,29523.78,6.8,48808.0,苗期,1
3127,xiangguanD4,15/6/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-15-20-00-23.jpeg,2187.0,21.2,90.3,0.0,14.4,26.2,13.4,0.0,0.0,1.0,50443.0,11.8,48805.0,苗期,1
3128,xiangguanD4,15/6/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-15-20-00-23.jpeg,2187.0,21.1,90.0,0.0,14.4,26.2,13.4,0.44,0.0,1.0,50443.0,11.99,48809.0,苗期,1
3129,xiangguanD3,16/6/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-05-00-18.jpeg,2196.0,22.47,88.61,1237.5,16.43,0.0,976.93,1.75,155.43,7.92,29523.78,6.8,48876.0,苗期,1
3130,xiangguanD3,16/6/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-05-00-18.jpeg,2196.0,24.45,83.36,2178.79,16.43,0.0,976.93,1.17,278.19,8.02,29523.78,6.8,48880.0,苗期,1
3131,xiangguanD4,16/6/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-05-00-22.jpeg,2197.0,22.2,87.9,3668.3,14.4,26.1,13.6,0.59,175.0,1.1,50443.0,12.13,48877.0,苗期,1
3132,xiangguanD4,16/6/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-05-00-22.jpeg,2197.0,25.2,78.2,6891.7,14.4,25.9,13.5,0.29,325.0,1.1,50443.0,11.58,48881.0,苗期,1
3133,xiangguanD3,16/6/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-06-00-16.jpeg,2200.0,24.75,83.46,2922.18,16.34,0.0,977.03,1.6,407.88,8.02,29523.78,6.8,48884.0,苗期,1
3134,xiangguanD3,16/6/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-06-00-16.jpeg,2200.0,23.76,85.93,3475.69,16.34,0.0,976.93,2.35,526.68,8.02,29523.78,6.8,48888.0,苗期,1
3135,xiangguanD4,16/6/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-06-00-21.jpeg,2201.0,27.9,69.0,8432.5,14.4,25.7,3914.6,0.73,465.0,1.1,50443.0,12.08,48885.0,苗期,1
3136,xiangguanD3,16/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-07-00-19.jpeg,2204.0,23.76,85.64,3985.54,16.34,0.0,976.83,3.81,634.59,8.02,29523.78,6.8,48892.0,苗期,1
3137,xiangguanD3,16/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-07-00-19.jpeg,2204.0,24.55,83.95,4380.75,16.34,0.0,976.93,2.85,741.51,8.02,29523.78,6.8,48896.0,苗期,1
3138,xiangguanD4,16/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-07-00-24.jpeg,2205.0,28.2,67.8,10180.8,14.3,25.6,13.3,1.26,617.0,1.1,50443.0,11.99,48889.0,苗期,1
3139,xiangguanD4,16/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-07-00-24.jpeg,2205.0,29.4,63.8,11645.0,14.3,25.5,13.3,1.11,759.0,1.1,50443.0,12.34,48893.0,苗期,1
3140,xiangguanD4,16/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-07-00-24.jpeg,2205.0,32.1,56.9,12490.8,14.3,25.4,13.2,1.4,878.0,1.1,50443.0,12.34,48897.0,苗期,1
3141,xiangguanD3,16/6/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-08-00-17.jpeg,2208.0,25.15,82.57,4967.33,16.34,0.0,976.93,3.37,907.83,8.02,29523.78,6.8,48900.0,苗期,1
3142,xiangguanD3,16/6/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-08-00-17.jpeg,2208.0,26.04,82.57,5633.89,16.24,0.0,976.83,2.35,1046.43,8.02,29523.78,6.8,48904.0,苗期,1
3143,xiangguanD4,16/6/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-08-00-22.jpeg,2209.0,34.1,51.8,13995.8,14.3,25.3,13.0,1.11,1071.0,1.1,50443.0,12.35,48901.0,苗期,1
3144,xiangguanD4,16/6/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-08-00-22.jpeg,2209.0,37.6,43.6,15338.3,14.3,25.3,12.8,0.96,1232.0,1.1,50443.0,12.08,48905.0,苗期,1
3145,xiangguanD3,16/6/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-09-00-17.jpeg,2212.0,26.93,80.29,5471.43,16.34,0.0,976.73,1.68,1036.53,8.02,29523.78,6.8,48908.0,苗期,1
3146,xiangguanD3,16/6/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-09-00-17.jpeg,2212.0,27.13,80.88,4614.19,16.34,0.0,976.64,2.63,1015.74,8.02,29523.78,6.8,48912.0,苗期,1
3147,xiangguanD4,16/6/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-09-00-22.jpeg,2213.0,38.0,44.3,15040.8,14.3,25.2,12.8,1.62,1239.0,1.1,50443.0,11.84,48909.0,苗期,1
3148,xiangguanD4,16/6/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-09-00-22.jpeg,2213.0,32.7,61.0,13525.0,14.3,25.2,12.6,1.11,1079.0,1.1,50443.0,11.9,48913.0,苗期,1
3149,xiangguanD3,16/6/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-10-00-17.jpeg,2216.0,28.22,76.13,2472.53,16.43,0.0,976.44,3.0,809.82,8.02,29523.78,6.8,48916.0,苗期,1
3150,xiangguanD3,16/6/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-10-00-17.jpeg,2216.0,29.01,74.05,2645.78,16.43,0.0,976.14,2.63,852.39,8.02,29523.78,6.8,48920.0,苗期,1
3151,xiangguanD4,16/6/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-10-00-23.jpeg,2217.0,31.9,60.6,6969.2,14.3,25.3,12.6,1.18,928.0,1.1,50443.0,11.97,48917.0,苗期,1
3152,xiangguanD4,16/6/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-10-00-23.jpeg,2217.0,32.8,55.6,6787.5,14.3,25.2,12.5,1.92,785.0,1.1,50443.0,11.85,48921.0,苗期,1
3153,xiangguanD3,16/6/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-11-00-18.jpeg,2220.0,29.7,74.55,2541.03,16.53,0.0,976.14,1.32,1246.41,8.02,29523.78,6.8,48924.0,苗期,1
3154,xiangguanD3,16/6/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-11-00-18.jpeg,2220.0,29.6,62.67,2643.3,16.53,0.0,975.84,3.96,946.44,8.02,29523.78,6.8,48928.0,苗期,1
3155,xiangguanD4,16/6/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-11-00-23.jpeg,2221.0,33.7,53.9,6693.3,14.3,25.1,12.3,0.73,1277.0,1.1,50443.0,11.9,48925.0,苗期,1
3156,xiangguanD4,16/6/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-11-00-23.jpeg,2221.0,32.4,53.3,7004.2,14.3,25.1,12.4,1.7,437.0,1.2,50443.0,12.11,48929.0,苗期,1
3157,xiangguanD3,16/6/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-12-00-18.jpeg,2224.0,29.21,62.57,2223.34,16.73,0.0,975.84,3.08,388.08,8.02,29523.78,6.8,48932.0,苗期,1
3158,xiangguanD3,16/6/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-12-00-18.jpeg,2224.0,29.5,60.49,2446.98,16.83,0.0,975.55,3.96,365.31,8.02,29523.78,6.8,48936.0,苗期,1
3159,xiangguanD4,16/6/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-12-00-22.jpeg,2225.0,31.7,53.9,5999.2,14.3,25.1,12.4,0.81,344.0,1.2,50443.0,11.91,48933.0,苗期,1
3160,xiangguanD4,16/6/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-12-00-22.jpeg,2225.0,31.2,54.4,6252.5,14.3,25.1,12.4,2.22,328.0,1.2,50443.0,11.95,48937.0,苗期,1
3161,xiangguanD3,16/6/2021 13,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-13-00-17.jpeg,2228.0,28.81,66.53,2152.46,16.93,0.0,975.25,2.35,341.55,8.02,29523.78,6.8,48940.0,苗期,1
3162,xiangguanD3,16/6/2021 13,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-13-00-17.jpeg,2228.0,28.71,66.83,2190.38,17.03,0.0,975.15,3.15,344.52,8.02,29523.78,6.8,48944.0,苗期,1
3163,xiangguanD4,16/6/2021 13,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-13-00-22.jpeg,2229.0,32.3,54.3,6332.5,14.4,25.1,12.3,1.92,307.0,1.2,50443.0,11.79,48941.0,苗期,1
3164,xiangguanD4,16/6/2021 13,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-13-00-22.jpeg,2229.0,30.8,58.8,5894.2,14.4,25.2,12.5,1.62,313.0,1.2,50443.0,11.56,48945.0,苗期,1
3165,xiangguanD3,16/6/2021 14,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-14-00-18.jpeg,2232.0,27.72,66.83,1540.24,17.13,0.0,974.75,3.81,239.58,8.02,29523.78,6.8,48948.0,苗期,1
3166,xiangguanD3,16/6/2021 14,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-14-00-18.jpeg,2232.0,26.83,72.47,1079.89,17.23,0.0,974.56,3.08,192.06,8.02,29523.78,6.8,48952.0,苗期,1
3167,xiangguanD4,16/6/2021 14,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-14-00-22.jpeg,2233.0,29.4,60.7,4169.2,14.4,25.2,12.5,1.92,225.0,1.2,50443.0,11.57,48949.0,苗期,1
3168,xiangguanD4,16/6/2021 14,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-14-00-22.jpeg,2233.0,27.9,67.6,2953.3,14.5,25.3,12.6,1.26,161.0,1.2,50443.0,9.71,48953.0,苗期,1
3169,xiangguanD3,16/6/2021 15,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-15-00-22.jpeg,2236.0,26.33,71.28,969.41,17.33,0.0,974.36,2.85,175.23,8.02,29523.78,6.8,48956.0,苗期,1
3170,xiangguanD3,16/6/2021 15,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-15-00-22.jpeg,2236.0,26.14,69.7,965.25,17.42,0.0,974.06,2.27,151.47,8.12,29523.78,6.8,48960.0,苗期,1
3171,xiangguanD4,16/6/2021 15,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-15-00-27.jpeg,2237.0,27.2,67.8,2627.5,14.5,25.4,12.7,1.62,148.0,1.2,50443.0,9.74,48957.0,苗期,1
3172,xiangguanD4,16/6/2021 15,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-15-00-27.jpeg,2237.0,26.9,66.9,2771.7,14.6,25.4,12.7,2.37,137.0,1.2,50443.0,9.54,48961.0,苗期,1
3173,xiangguanD3,16/6/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-19-00-17.jpeg,2244.0,23.96,69.4,9.11,17.72,0.0,971.69,3.51,0.99,8.12,29523.78,6.8,48988.0,苗期,1
3174,xiangguanD3,16/6/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-19-00-17.jpeg,2244.0,23.96,68.9,0.79,17.72,0.0,971.59,3.45,0.0,8.12,29523.78,6.8,48992.0,苗期,1
3175,xiangguanD4,16/6/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-19-00-21.jpeg,2245.0,24.1,68.5,25.0,14.8,25.6,13.0,2.0,1.0,1.2,50443.0,8.37,48989.0,苗期,1
3176,xiangguanD4,16/6/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-19-00-21.jpeg,2245.0,24.0,68.4,2.5,14.8,25.6,13.0,2.07,0.0,1.2,50443.0,8.69,48993.0,苗期,1
3177,xiangguanD3,16/6/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-20-00-16.jpeg,2248.0,23.96,68.81,0.0,17.72,0.0,971.39,4.4,0.0,8.12,29523.78,6.8,48996.0,苗期,1
3178,xiangguanD3,16/6/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-20-00-16.jpeg,2248.0,23.56,70.88,0.0,17.72,0.0,970.6,4.33,0.0,8.12,29523.78,6.8,49000.0,苗期,1
3179,xiangguanD4,16/6/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-20-00-20.jpeg,2249.0,24.1,68.2,0.0,14.8,25.6,13.0,2.37,0.0,1.2,50443.0,8.09,48997.0,苗期,1
3180,xiangguanD4,16/6/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-20-00-20.jpeg,2249.0,23.8,69.5,0.0,14.9,25.7,13.1,2.73,0.0,1.2,50443.0,8.24,49001.0,苗期,1
3181,xiangguanD3,16/6/2021 21,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-21-00-18.jpeg,2252.0,23.36,71.68,0.0,17.72,0.0,970.4,3.58,0.0,8.12,29523.78,6.8,49004.0,苗期,1
3182,xiangguanD3,16/6/2021 21,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-21-00-18.jpeg,2252.0,23.46,71.87,0.0,17.72,0.0,970.3,3.73,0.0,8.12,29523.78,6.8,49008.0,苗期,1
3183,xiangguanD4,16/6/2021 21,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-21-00-22.jpeg,2253.0,23.5,70.8,0.0,14.8,25.7,13.1,2.44,0.0,1.2,50443.0,8.62,49005.0,苗期,1
3184,xiangguanD4,16/6/2021 21,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-21-00-22.jpeg,2253.0,23.5,70.8,0.0,14.9,25.7,13.1,2.51,0.0,1.3,50443.0,8.68,49009.0,苗期,1
3185,xiangguanD3,16/6/2021 22,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-22-00-17.jpeg,2256.0,23.56,71.28,0.0,17.72,0.0,970.1,5.49,0.0,8.12,29523.78,6.8,49012.0,苗期,1
3186,xiangguanD3,16/6/2021 22,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-16-22-00-17.jpeg,2256.0,23.46,70.49,0.0,17.72,0.0,969.41,4.18,0.0,8.12,29523.78,6.8,49016.0,苗期,1
3187,xiangguanD4,16/6/2021 22,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-22-00-21.jpeg,2257.0,23.7,69.7,0.0,14.9,25.7,13.1,2.44,0.0,1.3,50443.0,8.72,49013.0,苗期,1
3188,xiangguanD4,16/6/2021 22,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-16-22-00-21.jpeg,2257.0,23.6,69.2,0.0,14.9,25.7,13.1,4.44,0.0,1.3,50443.0,8.51,49017.0,苗期,1
3189,xiangguanD3,17/6/2021 04,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-04-00-19.jpeg,2260.0,17.62,92.96,19.01,17.33,0.0,967.73,1.68,4.95,8.22,29523.78,6.8,49060.0,苗期,1
3190,xiangguanD3,17/6/2021 04,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-04-00-19.jpeg,2260.0,17.33,92.86,62.67,17.33,0.0,967.82,1.47,9.9,8.22,29523.78,6.8,49064.0,苗期,1
3191,xiangguanD4,17/6/2021 04,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-04-00-22.jpeg,2261.0,17.8,91.4,46.7,15.0,27.2,13.8,0.66,2.0,1.3,50443.0,8.51,49061.0,苗期,1
3192,xiangguanD4,17/6/2021 04,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-04-00-22.jpeg,2261.0,17.6,91.2,184.2,15.0,27.2,13.9,0.51,7.0,1.3,50443.0,8.98,49065.0,苗期,1
3193,xiangguanD3,17/6/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-05-00-15.jpeg,2264.0,17.62,92.57,192.26,17.23,0.0,968.02,1.25,28.71,8.22,29523.78,6.8,49068.0,苗期,1
3194,xiangguanD3,17/6/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-05-00-15.jpeg,2264.0,17.92,92.76,226.91,17.23,0.0,968.12,0.65,28.71,8.22,29523.78,6.8,49072.0,苗期,1
3195,xiangguanD4,17/6/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-05-00-21.jpeg,2265.0,17.5,91.3,546.7,15.0,27.2,13.9,0.66,26.0,1.3,50443.0,8.16,49069.0,苗期,1
3196,xiangguanD4,17/6/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-05-00-21.jpeg,2265.0,17.8,91.4,700.0,15.0,27.2,13.8,0.44,32.0,1.3,50443.0,8.8,49073.0,苗期,1
3197,xiangguanD3,17/6/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-06-00-16.jpeg,2268.0,18.41,91.97,492.53,17.23,0.0,968.02,1.53,72.27,8.22,29523.78,6.8,49076.0,苗期,1
3198,xiangguanD3,17/6/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-06-00-16.jpeg,2268.0,19.5,86.33,1065.93,17.23,0.0,968.32,1.83,160.38,8.22,29523.78,6.8,49080.0,苗期,1
3199,xiangguanD4,17/6/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-06-00-21.jpeg,2269.0,18.2,91.5,1489.2,15.0,27.2,13.8,0.0,71.0,1.3,50443.0,9.1,49077.0,苗期,1
3200,xiangguanD4,17/6/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-06-00-21.jpeg,2269.0,19.2,91.5,3208.3,15.0,27.1,13.8,1.11,196.0,1.3,50443.0,9.68,49081.0,苗期,1
3201,xiangguanD3,17/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-07-00-22.jpeg,2272.0,20.0,79.89,1357.09,17.13,0.0,968.52,0.29,239.58,8.22,29523.78,6.8,49084.0,苗期,1
3202,xiangguanD3,17/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-07-00-22.jpeg,2272.0,19.9,79.0,3029.4,17.03,0.0,968.52,1.39,480.15,8.22,29523.78,6.8,49088.0,苗期,1
3203,xiangguanD4,17/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-07-00-28.jpeg,2273.0,20.2,91.4,3578.3,15.0,26.8,13.7,0.15,244.0,1.3,50443.0,9.65,49085.0,苗期,1
3204,xiangguanD4,17/6/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-07-00-28.jpeg,2273.0,22.2,91.3,16347.5,15.0,26.6,13.7,0.15,1132.0,1.4,50443.0,11.75,49089.0,苗期,1
3205,xiangguanD3,17/6/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-08-00-19.jpeg,2276.0,21.88,72.47,6161.96,17.03,0.0,968.62,1.98,1076.13,8.22,29523.78,6.8,49092.0,苗期,1
3206,xiangguanD3,17/6/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-08-00-19.jpeg,2276.0,22.37,71.08,5544.0,17.03,0.0,968.62,0.58,365.31,8.22,29523.78,6.8,49096.0,苗期,1
3207,xiangguanD4,17/6/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-08-00-25.jpeg,2277.0,30.2,56.4,16157.5,14.9,26.3,13.4,0.37,1174.0,1.4,50443.0,11.95,49093.0,苗期,1
3208,xiangguanD4,17/6/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-08-00-25.jpeg,2277.0,32.1,34.8,17842.5,15.0,26.1,13.7,1.11,1369.0,1.4,50443.0,12.07,49097.0,苗期,1
3209,xiangguanD3,17/6/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-09-00-15.jpeg,2280.0,22.47,71.97,6781.5,16.93,0.0,968.52,1.53,1264.23,8.22,29523.78,6.8,49100.0,苗期,1
3210,xiangguanD3,17/6/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-09-00-15.jpeg,2280.0,23.17,60.79,4531.73,16.93,0.0,968.72,1.75,1396.89,8.22,29523.78,6.8,49104.0,苗期,1
3211,xiangguanD4,17/6/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-09-00-21.jpeg,2281.0,37.9,28.9,18404.2,15.0,26.1,13.4,0.59,1489.0,1.4,50443.0,12.24,49101.0,苗期,1
3212,xiangguanD4,17/6/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-09-00-21.jpeg,2281.0,29.5,40.1,19922.5,14.9,26.0,13.4,1.18,1632.0,1.4,50443.0,12.21,49105.0,苗期,1
3213,xiangguanD3,17/6/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-10-00-22.jpeg,2284.0,22.77,59.6,1463.52,16.93,0.0,968.72,2.7,1628.55,8.22,29523.78,6.8,49108.0,苗期,1
3214,xiangguanD3,17/6/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-10-00-22.jpeg,2284.0,24.06,56.63,1459.46,16.93,0.0,968.91,0.5,1582.02,8.22,29523.78,6.8,49112.0,苗期,1
3215,xiangguanD4,17/6/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-10-00-29.jpeg,2285.0,26.9,45.6,4225.0,14.9,26.1,13.4,0.22,1751.0,1.4,50443.0,12.32,49109.0,苗期,1
3216,xiangguanD4,17/6/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-10-00-29.jpeg,2285.0,27.7,45.0,4067.5,14.9,26.0,13.4,0.59,1822.0,1.4,50443.0,12.38,49113.0,苗期,1
3217,xiangguanD3,17/6/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-11-00-18.jpeg,2288.0,23.17,59.2,1449.56,16.93,0.0,969.21,3.73,1595.88,8.22,29523.78,6.8,49116.0,苗期,1
3218,xiangguanD3,17/6/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-06-17-11-00-18.jpeg,2288.0,23.27,58.91,1038.71,17.03,0.0,969.21,0.87,1501.83,8.32,29523.78,6.8,49120.0,苗期,1
3219,xiangguanD4,17/6/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-11-00-26.jpeg,2289.0,26.4,44.8,4132.5,14.9,25.9,13.4,1.11,1789.0,1.4,50443.0,12.38,49117.0,苗期,1
3220,xiangguanD4,17/6/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-06-17-11-00-26.jpeg,2289.0,25.2,49.3,3226.7,14.9,26.0,13.4,0.51,161.0,1.4,50443.0,11.47,49121.0,苗期,1
